n,1 feature(s),2 feature(s),3 feature(s)
2,0.18865694655473111,0.14391513005881873,0.1348300662632255
4,0.18521200402153754,0.12967905984285702,0.12615618022324454
8,0.17804029367123925,0.1095391279253882,0.1106872022899785
16,0.1695787005083464,0.09108343046944718,0.09243706608384439
32,0.16424488085290406,0.08064791944105917,0.07986865804308069
64,0.1615993498487254,0.07481579596443597,0.07215425699908488
128,0.16023206455760117,0.0716094746805179,0.06752542460049511
256,0.1594012770564041,0.06975906572503449,0.0648110532143669
512,0.15900991609973925,0.06891314829070608,0.06361159048720433
1024,0.15882027186239794,0.06847802579808994,0.06287936076598027
